feature,importance
atr14,10
ma100_dist,5
ma20_slope,3
bb_lower_dist,3
bb_width,3
ema5_dist,3
return_10,2
lower_wick,2
volume_ratio10,2
macd_fast_hist,2
macd_hist,2
macd_signal,2
volume_ratio5,1
atr7,1
range_atr,1
pos_10,1
macd_line,1
dist_high_5,1
volatility_10,1
bb_upper_dist,1
volatility_5,1
close_pos,1
minute,1
ma5_slope,1
return_5,1
body_size,1
ma50_dist,1
hour,1
ma5_dist,1
mom_10,0
volume_zscore,0
volume_delta,0
mom_5,0
stoch_os,0
roc5,0
vol_up,0
vol_expand,0
volatility_20,0
roc10,0
pos_20,0
pos_5,0
mom_3,0
pos_50,0
dist_high_20,0
dist_low_20,0
cci14_delta,0
cci14,0
williams_r,0
dist_low_5,0
stoch_k,0
stoch_d,0
stoch_delta,0
stoch_ob,0
return_1,0
rsi_os,0
atr_ratio,0
above_ma100,0
return_3,0
upper_wick,0
is_bullish,0
hl_range,0
gap,0
open_pos,0
consec_up,0
consec_down,0
ma10_dist,0
ma20_dist,0
ma10_slope,0
ma50_slope,0
ma100_slope,0
dist_ma100,0
bb_squeeze,0
ema10_dist,0
ema20_dist,0
macd_hist_delta,0
macd_cross_up,0
macd_cross_down,0
macd_fast_delta,0
rsi14,0
rsi7,0
rsi14_delta,0
rsi14_norm,0
rsi_ob,0
return_2,0
bb_pct,0
day_of_week,0
